text,label
i am trying to leave a goddamn comment for a product,22
delete pro account,11
help to enter a different shipping address,23
creatingnew account category account,10
can ya help me check how long reimbursemenst take,6
i'm waiting for a restitution of refund amount dollars,26
i do not know what i have to do to change to the account type account,24
i have to contact customer assistance how to do it,8
i don't know what i need to do to earn aa product,19
i need assistance to download the bill 00108,15
can i change several articles of order order number ?,1
i do not know how i can check the status of my compensation,26
how to set the delivery address up?,23
i am trying to see what options for delivery are there,12
"the shipping address changed, is it possible to update it?",2
assistance to shop several articles,19
i would like to lodge a consumer claim against your business,7
i want help finding my invoice from person name,4
how can i check how long it takes for the package to arrive?,13
want help to solve a payment problem,18
help me check what shipping methods are available,12
can i talk to somebody?,9
there are issues trying to edit my delivery address,2
i do not knwo how to see the payment methods,5
i cannot cancel the subscription to the corporate newsletter,17
i have an error setting up my shipping address,23
can you help me shop a few of your article?,19
help me to lodge a reclamation against your company,7
